iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,hosp_patients,hosp_patients_per_million,total_tests,total_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_cases_7day,period
POL,Europe,Poland,2020-01-05,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-337.9,-3.84,-3.84,-8.792983,,2020–2022
POL,Europe,Poland,2020-01-06,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,,2020–2022
POL,Europe,Poland,2020-01-07,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,,2020–2022
POL,Europe,Poland,2020-01-08,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,,2020–2022
POL,Europe,Poland,2020-01-09,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,,2020–2022
POL,Europe,Poland,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,,2020–2022
POL,Europe,Poland,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-905.80005,-5.14,-6.45,-23.571129,0.0,2020–2022
POL,Europe,Poland,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-1683.5,-6.37,-8.8,-43.80878,0.0,2020–2022
POL,Europe,Poland,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-2580.4,-7.3,-10.06,-67.14831,0.0,2020–2022
POL,Europe,Poland,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-3189.2998,-7.16,-6.64,-82.99337,0.0,2020–2022
POL,Europe,Poland,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-3963.5999,-7.39,-8.49,-103.14255,0.0,2020–2022
POL,Europe,Poland,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-4515.0996,-7.19,-6.01,-117.49392,0.0,2020–2022
POL,Europe,Poland,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-5128.1997,-7.13,-6.75,-133.44829,0.0,2020–2022
POL,Europe,Poland,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.56,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-5742.9,-7.09,-6.77,-149.44429,0.0,2020–2022
POL,Europe,Poland,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.0,2020–2022
POL,Europe,Poland,2020-03-08,6.0,6.0,0.857,0.0,0.0,0.0,0.156,0.156,0.022,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.11,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-6305.6,-7.01,-6.3,-164.08711,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-09,6.0,0.0,0.857,0.0,0.0,0.0,0.156,0.0,0.022,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13.89,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-10,6.0,0.0,0.857,0.0,0.0,0.0,0.156,0.0,0.022,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-11,6.0,0.0,0.857,0.0,0.0,0.0,0.156,0.0,0.022,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-12,6.0,0.0,0.857,0.0,0.0,0.0,0.156,0.0,0.022,0.0,0.0,0.0,,,,603.0,0.016,,,,,tests performed,,,,,,,,,,,,,,41.67,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-13,6.0,0.0,0.857,0.0,0.0,0.0,0.156,0.0,0.022,0.0,0.0,0.0,,,,,,,,,,tests performed,,,,,,,,,,,,,,41.67,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-14,6.0,0.0,0.857,0.0,0.0,0.0,0.156,0.0,0.022,0.0,0.0,0.0,,,,,,,,,,tests performed,,,,,,,,,,,,,,49.07,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,0.8571428571428571,2020–2022
POL,Europe,Poland,2020-03-15,103.0,97.0,13.857,3.0,3.0,0.429,2.683,2.527,0.361,0.078,0.078,0.011,2.45,,,,,,,,,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-6600.5,-6.69,-3.39,-171.76114,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-16,103.0,0.0,13.857,3.0,0.0,0.429,2.683,0.0,0.361,0.078,0.0,0.011,2.51,,,,,,,,,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-17,103.0,0.0,13.857,3.0,0.0,0.429,2.683,0.0,0.361,0.078,0.0,0.011,2.46,,,,,,,,,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-18,103.0,0.0,13.857,3.0,0.0,0.429,2.683,0.0,0.361,0.078,0.0,0.011,2.4,,,,,,,,,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-19,103.0,0.0,13.857,3.0,0.0,0.429,2.683,0.0,0.361,0.078,0.0,0.011,2.42,,,6438.0,0.168,834.0,0.022,0.0524,19.1,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-20,103.0,0.0,13.857,3.0,0.0,0.429,2.683,0.0,0.361,0.078,0.0,0.011,2.36,,,,,986.0,0.026,0.0517,19.3,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-21,103.0,0.0,13.857,3.0,0.0,0.429,2.683,0.0,0.361,0.078,0.0,0.011,2.3,,,,,1139.0,0.03,0.0543,18.4,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,13.857142857142858,2020–2022
POL,Europe,Poland,2020-03-22,534.0,431.0,61.571,5.0,2.0,0.286,13.911,11.228,1.604,0.13,0.052,0.007,2.23,,,,,1292.0,0.034,0.0569,17.6,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,-6851.2,-6.39,-2.92,-178.28496,61.57142857142857,2020–2022
POL,Europe,Poland,2020-03-23,534.0,0.0,61.571,5.0,0.0,0.286,13.911,0.0,1.604,0.13,0.0,0.007,2.14,,,,,1445.0,0.038,0.0565,17.7,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,61.57142857142857,2020–2022
POL,Europe,Poland,2020-03-24,534.0,0.0,61.571,5.0,0.0,0.286,13.911,0.0,1.604,0.13,0.0,0.007,2.1,,,,,1598.0,0.042,0.0593,16.9,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,61.57142857142857,2020–2022
POL,Europe,Poland,2020-03-25,534.0,0.0,61.571,5.0,0.0,0.286,13.911,0.0,1.604,0.13,0.0,0.007,2.05,,,,,1751.0,0.046,0.0653,15.3,tests performed,,,,,,,,,,,,,,57.41,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,39857144,,,,,61.57142857142857,2020–2022
